created_at,updated_at,serialized_public_key,url,mongo_id,owner_mongo_id,diaspora_handle
1294358505000,1294358505000,"-----BEGIN RSA PUBLIC KEY-----
MIGJAoGBAOMQSpPOm4WJ0aqgZXQ0wifw5Zvlk5cZ6igebzbcVbCl4VWUEuBP1/6o
YVpM3Pu8kFManjP2q3ZHh8hjgga3QqH5veSIcLIYBsA7qPXHeC03rH2/udi6WS6g
J4idCgp3uoNjpMeReoYy/HwSndh8yOzN2klgfJrU8MlUCVA/TpCLAgMBAAE=
-----END RSA PUBLIC KEY-----
",http://google-10ce30d.com/,4d2657e9cc8cb46033000002,,bob-person-19732b3@aol.com
1294358505000,1294358505000,"-----BEGIN RSA PUBLIC KEY-----
MIGJAoGBAOMQSpPOm4WJ0aqgZXQ0wifw5Zvlk5cZ6igebzbcVbCl4VWUEuBP1/6o
YVpM3Pu8kFManjP2q3ZHh8hjgga3QqH5veSIcLIYBsA7qPXHeC03rH2/udi6WS6g
J4idCgp3uoNjpMeReoYy/HwSndh8yOzN2klgfJrU8MlUCVA/TpCLAgMBAAE=
-----END RSA PUBLIC KEY-----
",http://google-241cdca.com/,4d2657e9cc8cb46033000003,,bob-person-2cfaae4@aol.com
1294358505000,1294358505000,"-----BEGIN RSA PUBLIC KEY-----
MIGJAoGBAOMQSpPOm4WJ0aqgZXQ0wifw5Zvlk5cZ6igebzbcVbCl4VWUEuBP1/6o
YVpM3Pu8kFManjP2q3ZHh8hjgga3QqH5veSIcLIYBsA7qPXHeC03rH2/udi6WS6g
J4idCgp3uoNjpMeReoYy/HwSndh8yOzN2klgfJrU8MlUCVA/TpCLAgMBAAE=
-----END RSA PUBLIC KEY-----
",http://google-3234e4f.com/,4d2657e9cc8cb46033000004,,bob-person-3c500ce@aol.com
1294358505000,1294358527000,"-----BEGIN RSA PUBLIC KEY-----
MIGJAoGBAPX+Fht8fAO9CA98QaafnTuZV/cGCkfiFeX2DoWCBv6bqC43SkNNUGO0
20k64y7Oxly7dfcnFkxGWvT4NY4r2eud1pf0ZhUNmbzobL6xB3bIgHFo7jxfksaq
mlWcmA58drV9bc0RxI+VzRxrgSYCdIH22xYjG0PBD+agrlryGvUlAgMBAAE=
-----END RSA PUBLIC KEY-----
",http://google-4328940.com/,4d2657e9cc8cb46033000008,4d2657e9cc8cb46033000005,bob14cbf20@localhost
1294358506000,1294358527000,"-----BEGIN RSA PUBLIC KEY-----
MIGJAoGBAPX+Fht8fAO9CA98QaafnTuZV/cGCkfiFeX2DoWCBv6bqC43SkNNUGO0
20k64y7Oxly7dfcnFkxGWvT4NY4r2eud1pf0ZhUNmbzobL6xB3bIgHFo7jxfksaq
mlWcmA58drV9bc0RxI+VzRxrgSYCdIH22xYjG0PBD+agrlryGvUlAgMBAAE=
-----END RSA PUBLIC KEY-----
",http://google-5d25a52.com/,4d2657eacc8cb4603300000c,4d2657e9cc8cb46033000009,bob2f629f3@localhost
1294358506000,1294358506000,"-----BEGIN RSA PUBLIC KEY-----
MIGJAoGBAOMQSpPOm4WJ0aqgZXQ0wifw5Zvlk5cZ6igebzbcVbCl4VWUEuBP1/6o
YVpM3Pu8kFManjP2q3ZHh8hjgga3QqH5veSIcLIYBsA7qPXHeC03rH2/udi6WS6g
J4idCgp3uoNjpMeReoYy/HwSndh8yOzN2klgfJrU8MlUCVA/TpCLAgMBAAE=
-----END RSA PUBLIC KEY-----
",http://google-6eee829.com/,4d2657eacc8cb4603300000f,,bob-person-43dcf31@aol.com
1294358506000,1294358528000,"-----BEGIN RSA PUBLIC KEY-----
MIGJAoGBAPX+Fht8fAO9CA98QaafnTuZV/cGCkfiFeX2DoWCBv6bqC43SkNNUGO0
20k64y7Oxly7dfcnFkxGWvT4NY4r2eud1pf0ZhUNmbzobL6xB3bIgHFo7jxfksaq
mlWcmA58drV9bc0RxI+VzRxrgSYCdIH22xYjG0PBD+agrlryGvUlAgMBAAE=
-----END RSA PUBLIC KEY-----
",http://google-717fc82.com/,4d2657eacc8cb46033000014,4d2657eacc8cb46033000011,bob3bce0e0@localhost
1294358506000,1294358530000,"-----BEGIN RSA PUBLIC KEY-----
MIGJAoGBAPX+Fht8fAO9CA98QaafnTuZV/cGCkfiFeX2DoWCBv6bqC43SkNNUGO0
20k64y7Oxly7dfcnFkxGWvT4NY4r2eud1pf0ZhUNmbzobL6xB3bIgHFo7jxfksaq
mlWcmA58drV9bc0RxI+VzRxrgSYCdIH22xYjG0PBD+agrlryGvUlAgMBAAE=
-----END RSA PUBLIC KEY-----
",http://google-8cef6ec.com/,4d2657eacc8cb46033000018,4d2657eacc8cb46033000015,bob4c66fa9@localhost
1294358507000,1294358507000,"-----BEGIN RSA PUBLIC KEY-----
MIGJAoGBAOMQSpPOm4WJ0aqgZXQ0wifw5Zvlk5cZ6igebzbcVbCl4VWUEuBP1/6o
YVpM3Pu8kFManjP2q3ZHh8hjgga3QqH5veSIcLIYBsA7qPXHeC03rH2/udi6WS6g
J4idCgp3uoNjpMeReoYy/HwSndh8yOzN2klgfJrU8MlUCVA/TpCLAgMBAAE=
-----END RSA PUBLIC KEY-----
",http://google-9a145b5.com/,4d2657ebcc8cb4603300001d,,bob-person-5b5cac7@aol.com
1294358529000,1294358530000,"-----BEGIN RSA PUBLIC KEY-----
MIGJAoGBAPX+Fht8fAO9CA98QaafnTuZV/cGCkfiFeX2DoWCBv6bqC43SkNNUGO0
20k64y7Oxly7dfcnFkxGWvT4NY4r2eud1pf0ZhUNmbzobL6xB3bIgHFo7jxfksaq
mlWcmA58drV9bc0RxI+VzRxrgSYCdIH22xYjG0PBD+agrlryGvUlAgMBAAE=
-----END RSA PUBLIC KEY-----
",http://google-105b0733.com/,4d265801cc8cb46033000034,,bob5f4e201@localhost
